headword,pos,supplement,entry,meaning,ipa,word_id,example_sentence,translated_sentence,sentence_id
,,,artistic,"芸術的な  / 芸術(美術)の;芸術家(美術家)の  / 美的感受性に富む,美のわかる",/ɑrˈtɪstɪk/,2295,The artistic design of the building is truly breathtaking.,その建物の芸術的なデザインは本当に息をのむほどです。,2996254
,,,shortage,"〈U〉〈C〉不足, 欠乏 / 〈C〉不足高",/ˈʃɔːrtɪdʒ/,38677,There is a shortage of water in the desert.,砂漠では水が不足しています。,3004490
,,,asleep,眠って / 永眠して / しびれて,/əˈsliːp/,2351,She was so tired that she fell asleep on the couch.,彼女はとても疲れていたので、ソファーで眠ってしまった。,2996276
,,,aspect,側面、観点、様相,/ˈæs.pɛkt/,2355,This new product outperforms the old model in every aspect.,この新製品は、あらゆる点で旧型よりも優れている。,1627858
,,,assurance,"〈C〉保証 / 〈U〉確信, 自信 / 《英》保険",/əˈʃʊrəns/,2430,I need your assurance that you will complete the project on time.,あなたがプロジェクトを時間通りに完成させるという保証が必要です。,2996302
,,,authorize,"〈人〉‘に'(…する)権限を与える《+名〈人〉+to do》  / 〈物事〉'を'正式に認可する,公認する;(慣例によって)…'を'認める",/ˈɔːθəraɪz/,2710,The manager will authorize you to access the confidential files.,マネージャーはあなたに機密ファイルへのアクセス権を与えます。,2996401
,,,automatic,"自動の,自動装置(機械)の  / (行動などが)無意識の,機械的な  / (銃砲が)自動式の  / 自動機械  / 自動式ライフル(ピストル)",/ɔːtəˈmætɪk/,2742,The door opens automatically when you approach it.,あなたが近づくと、ドアは自動的に開きます。,2996407
,,,await,"〈他〉〈人が〉…を待つ / 〈物・事が〉〈人〉を待ちうける, を待ちかまえる",/əˈweɪt/,2816,I will await your reply.,私はあなたの返事を待つでしょう。,2996377
,,,baggage,〈U〉手荷物 / おてんば娘,/ˈbæɡɪdʒ/,3063,My baggage is missing.,私の荷物が見つからないんです。,78067
,,,banker,"銀行家,銀行経営者  / (ゲームの)親,胴元",/'bæŋkər/,3237,My uncle is a successful banker.,私の叔父は成功した銀行家です。,2996523
,,,bankruptcy,"〈U〉破産,倒産；破たん",/bæŋk.rʌpt.si/,3244,The company had to declare bankruptcy due to financial difficulties.,会社は財政難のために破産を宣言しなければならなかった。,2996530
,,,banquet,【名/C】(公式の) 宴会 / 【動/他】...のために宴会を開く / 【動/自】宴会に列席する,/'bæŋkwɪt/,3250,The royal banquet was a grand affair with a variety of delicious dishes.,王室の宴会は、さまざまな美味しい料理が並ぶ壮大なものでした。,2996531
,,,bathroom,"浴室,ふろ場  / 便所(toilet)",/ˈbɑːθruːm/,3472,I need to go to the bathroom.,トイレに行く必要がある。,1623995
,,,bean,豆(おもにいんげん豆・そら豆など大きめの豆類)  / 豆のさや(pod)  / 豆に似た実  / 《俗》頭,/biːn/,3566,I ate a bean for lunch.,昼ごはんにビーンを食べました。,1623483
,,,beginner,"初学者,初心者  / 創始者",/bɪˈɡɪnər/,3724,"As a beginner, I find it challenging to understand complex concepts.",初心者として、複雑なコンセプトを理解するのは難しいと思う。,2996642
,,,bicycle,(2輪の)自転車,/baɪsɪkəl/,4023,I bought a new bicycle today.,今日新しい自転車を買いました。,1623998
,,,blueprint,(建築・機械の設計図の)青写真  / (詳細な)計画  / …'を'青写真にとる,/ˈbluːˌprɪnt/,4560,The architect showed us the blueprint of the new building.,建築家は新しい建物の青写真を私たちに見せてくれました。,2996848
,,,broom,〈C〉(長い柄のついた) ほうき / エニシダ,/bruːm/,5354,She swept the floor with a broom.,彼女はほうきで床を掃いた。,3009045
,,,bug,"《米》昆虫,(一般に)虫;(特に)カデトムシ(beetle)  / 《おもに英》=bedbug  / 《話》病原菌  / 《話》(機械の)故障  / 《話》(病的な)熱狂家;《the ~》…熱  /",/bʌɡ/,5485,I saw a bug crawling on the wall.,私は壁を這っている虫を見ました。,3009073
,,,butter,バター  / (バターに似た)パンに塗る食品,/ˈbʌtər/,5733,I spread butter on my toast this morning.,今朝はトーストにバターを塗った。,1624053
,,,calculator,計算者  / 計算器機(=calculating machine),/ˈkæl.kjə.leɪ.tər/,5958,Using a calculator is an expedient way to solve complex math problems.,電卓を使うことは複雑な数学の問題を解くための便利な方法です。,1628790
,,,tenant,"【名/C】賃借人, 借家人 / 《...の》居住者《of ...》 / 【動/他】〈土地・家〉を借りる",/ˈtɛnənt/,42818,The landlord is looking for a new tenant for the apartment.,大家はアパートの新しい入居者を探しています。,1648486
,,,careless,"(人が)不注意な,軽率な  / 《補語にのみ用いて》(…に)無とんじゃくな,無関心な,(…を)気にしない《+of+名(wh-節)》  / 《名詞の前にのみ用いて》(仕事などが)不注意な,不用意な",/kɛr.ləs/,6392,He made a careless mistake.,彼は不注意なミスをした。,3009260
,,,chemistry,"〈U〉化学 / 化学的性質,化学反応,化学作用",/tʃɛmɪstri/,7200,I am studying chemistry at university.,私は大学で化学を勉強しています。,3009425
,,,cheer,"〈C〉歓呼,かっさい  / 〈U〉励まし,激励,応援  / 〈U〉陽気,元気,浮き浮きした気分  / 〈U〉気分,きげん",/tʃɪr/,7173,The crowd erupted in cheer when their team scored a goal.,チームがゴールを決めると、観客は歓声を上げた。,3009367
,,,chef,"コック長,料理長  / コック,料理人",/ʃɛf/,7190,The chef prepared a delicious meal for us.,料理長は私たちのためにおいしい食事を用意してくれました。,1628146
,,,cinema,〈C〉映画館 / 《the ~》映画産業 / 《集合的に》映画,/sɪˈnɛmə/,7590,I'm going to the cinema tonight.,今夜は映画館に行くつもりです。,1624083
,,,circulation,"〈U〉血液の循環,血行  / 〈U〉(貨幣の)流通;(情報・うわさなどの)流布伝達;(新聞・雑誌など,印刷物の)配布  / 〈C〉(新聞・雑誌などの)発行部数",/sɜːr.kjʊˈleɪ.ʃən/,7622,The circulation of blood is essential for maintaining good health.,血液の循環は健康を維持するために不可欠です。,3009499
,,,closet,"【名/C】(衣類・食料などを入れる) 戸棚,物置き / 【動/他】…を私室に閉じ込める",/'klɑzɪt/,7969,I found a hidden door in the back of my closet.,クローゼットの奥に隠されたドアを見つけました。,3009556
,,,whale,"〈C〉鯨, クジラ / 《話》《a ~ of a ...》すごく大きい..., すごい...",/weɪl/,47152,The whale is the largest mammal in the ocean.,クジラは海で最大の哺乳類である。,3006666
,,,collector,"(…の)収集家,採集者《+of+名》  / (…の)集金人,取り立て人;徴税官;(一般に)(…を)集める人《+of+名》",/kəˈlɛktər/,8317,She is an avid collector of vintage stamps.,彼女はヴィンテージ切手の熱心な収集家です。,2996987
,,,commonly,"一般に, 通例, 普通 / 俗に,下品に",/ˈkɑːmənli/,8565,"Commonly, people prefer to eat healthy food.",一般的に、人々は健康的な食べ物を好む。,3009673
,,,yen,【名/C】円 (日本の通貨単位;《略》¥ ),/jɛn/,48116,I exchanged my dollars for yen at the bank.,私は銀行でドルを円に両替しました。,3006940
,,,condominium,〈U〉〈C〉共同管理[地]  / (また《話》condo)〈C〉《米》分譲アパート(マンション),/kɑːnˈdɒmɪniəm/,8860,I live in a condominium.,私はマンションに住んでいます。,3009765
,,,confidential,機密の / 打ち解けた / 信用のできる,/kɒnfɪˈdenʃəl/,8905,This document contains confidential information.,この文書には機密情報が含まれています。,1629239
,,,contradiction,"否定,反ばく  / 矛盾",/kɒntrəˈdɪkʃən/,9245,There is a contradiction in his statement.,彼の発言には矛盾がある。,3009862
,,,countryside,"いなか,地方,田園  / 《集合的に》地方の住民",/ˈkʌn.tri.saɪd/,9759,My cousin lives in the countryside.,私のいとこは田舎に住んでいます。,1624134
,,,courtesy,"〈U〉礼儀, 丁寧さ / 〈C〉丁重な行い, 親切な行い",/ˈkɜːrtəsi/,9793,Courtesy is important in any social interaction.,礼儀はどんな社会的な交流においても重要です。,2997065
,,,crane,"ツル(鶴)  / 起重機,クレーン  / 自在かぎ  / (よく見ようとして)〈首〉'を'伸ばす  / 首を伸ばす",/krɛɪn/,9927,I saw a crane flying in the sky.,空を飛ぶツルを見ました。,2997094
,,,decoration,"〈U〉装飾,飾りつけること  / 〈C〉《複数形で》装飾物,飾りつけ  / 〈C〉勲章",/dɛkəˈreɪʃən/,11050,The decoration on the cake was beautiful.,ケーキの装飾は美しかったです。,2997370
,,,delicious,"おいしい  / 香りのよい  / 喜ばしい,快い",/dɪˈlɪʃəs/,11236,The cake was delicious.,ケーキはおいしかった。,1624425
,,,deluxe,"【形】豪華な, ぜいたくな / 【副】豪華に",/dɪˈlʌks/,11270,The hotel offers deluxe accommodations with stunning views of the city.,ホテルは都市の素晴らしい景色を望む豪華な宿泊施設を提供しています。,1638768
,,,detach,"〈他〉を引き離す,分離する,取り外す / 派遣する / 〈自〉離れる",/dɪˈtætʃ/,11609,You can detach the keyboard from the laptop.,キーボードをノートパソコンから取り外すことができます。,1642242
,,,developer,"〈C〉開発者,啓発者;宅地開発(造成)業者  / 〈U〉(写真の)現像液",/dɪˈvɛləpər/,11671,I am a software developer.,私はソフトウェア開発者です。,1634680
,,,discontinue,"〈続けていること〉‘を'やめる,停止する,中止する  / 中止になる",/dɪsˌkɒntɪˈnjuː/,12101,I have decided to discontinue my piano lessons.,私はピアノのレッスンをやめることに決めました。,1665186
,,,disgust,"(…で)〈人〉‘に'吐き気を催させる,むかむかさせる《+名+at(with)+名》  / (…に対する)いや気,嫌悪,むかつき《+at(for, toward)+名》",/dɪsˈɡʌst/,12179,The smell of rotten eggs disgusts me.,腐った卵の匂いは私を嫌悪させます。,2997682
,,,disposal,"配置,配列  / (事件・業務などの)処置,処理;処分  / (物の)譲渡;売却",/dɪˈspoʊzəl/,12297,Proper disposal of waste is important for environmental conservation.,廃棄物の適切な処理は環境保護のために重要です。,2997707
,,,disrupt,…‘を'混乱させる  / (一時的に)…‘を'中断させる,/dɪsˈrʌpt/,12326,The new technology has the potential to disrupt the traditional market.,新しい技術は伝統的な市場を混乱させる可能性があります。,2997718
,,,distributor,"分配する人(物),配分者  / 販売会社,販売者;(特に)卸売り業者  / (エンジンの)配電器",/dɪˈstrɪbjətər/,12408,The distributor is responsible for distributing the products to various stores.,ディストリビューターは、さまざまな店舗に製品を分配する責任があります。,1641768
,,,drawer,〈C〉引き出し / 引っ張る人,/ˈdrɔːr/,12899,I found a key in the drawer.,私は引き出しの中で鍵を見つけました。,2997865
,,,embassy,〈C〉大使館 / 大使館員 / 使節団 / 〈U〉大使の職,/ˈɛmbəsi/,13763,I need to go to the embassy to renew my passport.,私はパスポートを更新するために大使館に行かなければなりません。,2998095
,,,mini,ミニスカート  / ミニカー  / (一般に)小型の物,/mɪni/,26936,She wore a mini skirt to the party.,彼女はパーティーにミニスカートを着ていました。,3001491
